"variable","question","choices"
"risk_drought_hh","How many households were affected?","1=All; 2=More than half; 3=Half; 4=Less than half; 5=A few"
"risk_drought_scale","How Severe was the shock?","1=Very severe; 2=Somewhat severe; 3=Not severe"
"risk_drought_resp","How did the community respond?","1=No response; 2=Sold Animals; 3=Sold Gold/Jewelry or other valuable assets; 4=Spent saving money; 5=Borrowed money; 6=Took wages in advance; 7=Migrated; 8=Asked help from relatives/Friends; 9=Raise an alarm; 10=Follow emergency plan; 11=Evacuate to safe place; 12=Have emergency supplies e.g. torches, medication, food, fuel.; 13=Sold out the seeds for next year; 14=Saved on insurance for agricultural products; 15=Assistance from organization (ANY); 888=Other (Specify)"
"risk_drought_support","What external support was provided?","1=Loan; 2=Cash Assistance; 3=Training; 4=In-kind goods and services; 5=None; 888=Other (Specify)"
"risk_drought_resp_oth","Please specify the other type community response.",""
"risk_drought_support_oth","Please specify the other type of external response.",""
"risk_flood_hh","How many households were affected?","1=All; 2=More than half; 3=Half; 4=Less than half; 5=A few"
"risk_flood_scale","How Severe was the shock?","1=Very severe; 2=Somewhat severe; 3=Not severe"
"risk_flood_resp","How did the community respond?","1=No response; 2=Sold Animals; 3=Sold Gold/Jewelry or other valuable assets; 4=Spent saving money; 5=Borrowed money; 6=Took wages in advance; 7=Migrated; 8=Asked help from relatives/Friends; 9=Raise an alarm; 10=Follow emergency plan; 11=Evacuate to safe place; 12=Have emergency supplies e.g. torches, medication, food, fuel.; 13=Sold out the seeds for next year; 14=Saved on insurance for agricultural products; 15=Assistance from organization (ANY); 888=Other (Specify)"
"risk_flood_support","What external support was provided?","1=Loan; 2=Cash Assistance; 3=Training; 4=In-kind goods and services; 5=None; 888=Other (Specify)"
"risk_flood_resp_oth","Please specify the other type community response.",""
"risk_flood_support_oth","Please specify the other type of external response.",""
"risk_earthq_hh","How many households were affected?","1=All; 2=More than half; 3=Half; 4=Less than half; 5=A few"
"risk_earthq_scale","How Severe was the shock?","1=Very severe; 2=Somewhat severe; 3=Not severe"
"risk_earthq_resp","How did the community respond?","1=No response; 2=Sold Animals; 3=Sold Gold/Jewelry or other valuable assets; 4=Spent saving money; 5=Borrowed money; 6=Took wages in advance; 7=Migrated; 8=Asked help from relatives/Friends; 9=Raise an alarm; 10=Follow emergency plan; 11=Evacuate to safe place; 12=Have emergency supplies e.g. torches, medication, food, fuel.; 13=Sold out the seeds for next year; 14=Saved on insurance for agricultural products; 15=Assistance from organization (ANY); 888=Other (Specify)"
"risk_earthq_support","What external support was provided?","1=Loan; 2=Cash Assistance; 3=Training; 4=In-kind goods and services; 5=None; 888=Other (Specify)"
"risk_earthq_resp_oth","Please specify the other type community response.",""
"risk_earthq_support_oth","Please specify the other type of external response.",""
"risk_landslid_hh","How many households were affected?","1=All; 2=More than half; 3=Half; 4=Less than half; 5=A few"
"risk_landslid_scale","How Severe was the shock?","1=Very severe; 2=Somewhat severe; 3=Not severe"
"risk_landslid_resp","How did the community respond?","1=No response; 2=Sold Animals; 3=Sold Gold/Jewelry or other valuable assets; 4=Spent saving money; 5=Borrowed money; 6=Took wages in advance; 7=Migrated; 8=Asked help from relatives/Friends; 9=Raise an alarm; 10=Follow emergency plan; 11=Evacuate to safe place; 12=Have emergency supplies e.g. torches, medication, food, fuel.; 13=Sold out the seeds for next year; 14=Saved on insurance for agricultural products; 15=Assistance from organization (ANY); 888=Other (Specify)"
"risk_landslid_support","What external support was provided?","1=Loan; 2=Cash Assistance; 3=Training; 4=In-kind goods and services; 5=None; 888=Other (Specify)"
"risk_landslid_resp_oth","Please specify the other type community response.",""
"risk_landslid_support_oth","Please specify the other type of external response.",""
"risk_armed_hh","How many households were affected?","1=All; 2=More than half; 3=Half; 4=Less than half; 5=A few"
"risk_armed_scale","How Severe was the shock?","1=Very severe; 2=Somewhat severe; 3=Not severe"
"risk_armed_resp","How did the community respond?","1=No response; 2=Sold Animals; 3=Sold Gold/Jewelry or other valuable assets; 4=Spent saving money; 5=Borrowed money; 6=Took wages in advance; 7=Migrated; 8=Asked help from relatives/Friends; 9=Raise an alarm; 10=Follow emergency plan; 11=Evacuate to safe place; 12=Have emergency supplies e.g. torches, medication, food, fuel.; 13=Sold out the seeds for next year; 14=Saved on insurance for agricultural products; 15=Assistance from organization (ANY); 888=Other (Specify)"
"risk_armed_support","What external support was provided?","1=Loan; 2=Cash Assistance; 3=Training; 4=In-kind goods and services; 5=None; 888=Other (Specify)"
"risk_armed_resp_oth","Please specify the other type community response.",""
"risk_armed_support_oth","Please specify the other type of external response.",""
"risk_oth1_hh","How many households were affected?","1=All; 2=More than half; 3=Half; 4=Less than half; 5=A few"
"risk_oth1_scale","How Severe was the shock?","1=Very severe; 2=Somewhat severe; 3=Not severe"
"risk_oth1_resp","How did the community respond?","1=No response; 2=Sold Animals; 3=Sold Gold/Jewelry or other valuable assets; 4=Spent saving money; 5=Borrowed money; 6=Took wages in advance; 7=Migrated; 8=Asked help from relatives/Friends; 9=Raise an alarm; 10=Follow emergency plan; 11=Evacuate to safe place; 12=Have emergency supplies e.g. torches, medication, food, fuel.; 13=Sold out the seeds for next year; 14=Saved on insurance for agricultural products; 15=Assistance from organization (ANY); 888=Other (Specify)"
"risk_oth1_support","What external support was provided?","1=Loan; 2=Cash Assistance; 3=Training; 4=In-kind goods and services; 5=None; 888=Other (Specify)"
"risk_oth1_resp_oth","Please specify the other type community response.",""
"risk_oth1_support_oth","Please specify the other type of external response.",""
"risk_oth2_hh","How many households were affected?","1=All; 2=More than half; 3=Half; 4=Less than half; 5=A few"
"risk_oth2_scale","How Severe was the shock?","1=Very severe; 2=Somewhat severe; 3=Not severe"
"risk_oth2_resp","How did the community respond?","1=No response; 2=Sold Animals; 3=Sold Gold/Jewelry or other valuable assets; 4=Spent saving money; 5=Borrowed money; 6=Took wages in advance; 7=Migrated; 8=Asked help from relatives/Friends; 9=Raise an alarm; 10=Follow emergency plan; 11=Evacuate to safe place; 12=Have emergency supplies e.g. torches, medication, food, fuel.; 13=Sold out the seeds for next year; 14=Saved on insurance for agricultural products; 15=Assistance from organization (ANY); 888=Other (Specify)"
"risk_oth2_support","What external support was provided?","1=Loan; 2=Cash Assistance; 3=Training; 4=In-kind goods and services; 5=None; 888=Other (Specify)"
"risk_oth2_resp_oth","Please specify the other type community response.",""
"risk_oth2_support_oth","Please specify the other type of external response.",""
"risk_oth3_hh","How many households were affected?","1=All; 2=More than half; 3=Half; 4=Less than half; 5=A few"
"risk_oth3_scale","How Severe was the shock?","1=Very severe; 2=Somewhat severe; 3=Not severe"
"risk_oth3_resp","How did the community respond?","1=No response; 2=Sold Animals; 3=Sold Gold/Jewelry or other valuable assets; 4=Spent saving money; 5=Borrowed money; 6=Took wages in advance; 7=Migrated; 8=Asked help from relatives/Friends; 9=Raise an alarm; 10=Follow emergency plan; 11=Evacuate to safe place; 12=Have emergency supplies e.g. torches, medication, food, fuel.; 13=Sold out the seeds for next year; 14=Saved on insurance for agricultural products; 15=Assistance from organization (ANY); 888=Other (Specify)"
"risk_oth3_support","What external support was provided?","1=Loan; 2=Cash Assistance; 3=Training; 4=In-kind goods and services; 5=None; 888=Other (Specify)"
"risk_oth3_resp_oth","Please specify the other type community response.",""
"risk_oth3_support_oth","Please specify the other type of external response.",""
"mcct_yn","23.1 Is there a maternal cash transfer scheme in your village/ward?","1=Yes; 0=No"
"mcct_reg","23.2 What proportion of pregnant women and new mothers received cash from this scheme over the last 12 months?","0=None; 1=Some; 2=Half; 3=Most; 4=All"
"phone_yes","Is there network coverage in your village/ward?","1=Yes; 0=No"
"phone_company","What are the main companies that provide coverage? (Check all that apply)","1=MPT; 2=Ooredoo; 3=Telenor; 4=MyTel; 5=Thai Phone; 888=Other (specify)"
"phone_coverage","What percentage of people in your village/ward own a mobile phone?",""
"phone_internet","Is internet available in your village/ward?","1=Yes; 0=No; 999=Don't Know"
"phone_company_oth","Please specify other.",""
"migrant_yn","Does is ok to ask migration questions?","1=Yes; 0=No"
"migrant_indhh_num","In the last 24 months, have any individuals or households migrated out of the village/ward for more than 30 days continuously?  Approximately how many individuals or families have done so?",""
"migrant_indhh_days","What is the average number of days that individuals or HH have been away over the last 24 months",""
"migrant_abroad","What proportion of individuals or households currently out migrated have migrated to another country (international migration)?",""
"migrant_local","What proportion of individuals or households currently out migrated have migrated to Yangon or another major city in Myanmar?",""
"migrant_towns","What proportion of individuals or households currently out migrated have migrated to Neighboring Townships?",""
"migrant_incl_preg","In the last 24 months, have any individuals migrating in been pregnant women, or have any families migrating in included pregnant women?",""
"migrant_preg","Do women who have migrated in generally go back to their home village/ward to give birth?","1=Yes; 0=No"
"migrant_preg_num","How much time before birth do women travel back to their home village/ward?",""
"geopoint","Record GPS points.",""
