sr_pcode,state_region,ts_pcode,township,vt_pcode,village_tract,village_pcode,village,village_mya_mmr3
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004033,Shan Lel Pyin (Lower),170199,Shan Lel Pyin (Upper),ရှမ်းလယ်ပြင် (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004033,Shan Lel Pyin (Lower),170200,Shwe Boe,ရွှေဘိုး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004033,Shan Lel Pyin (Lower),170201,Tat Taung,တပ်တောင်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004030,Shan Lel Pyin Gyi,170184,Ah Ma Yar,အမယာ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004030,Shan Lel Pyin Gyi,170185,Chin Paung Taung (Ywar Ma),ချဉ်ပေါင်တောင် (ရွာမ)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004030,Shan Lel Pyin Gyi,170186,Chin Paung Taung (Ywar Thit),ချဉ်ပေါင်တောင် (ရွာသစ်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004030,Shan Lel Pyin Gyi,170183,Shwe Lone Taung,ရွှေလုံးတောင်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004013,Sho Kho,170084,Haw Lu Doe,ဟောလူဒိုး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004013,Sho Kho,170083,Hpway Chee,ဖွေးချီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004013,Sho Kho,170086,Kaw Yaw Doe (Lower),ကောယော်ဒိုး (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004013,Sho Kho,170085,Kaw Yaw Doe (Upper),ကောယော်ဒိုး (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004013,Sho Kho,170082,Sho Kho,ရှိုးခို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004058,Si Ke Doe,170335,Bu Sar Dar,ဘူဆာဒါ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004058,Si Ke Doe,170336,Bu Sar Khee,ဘူဆာခီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004058,Si Ke Doe,170334,Pyaung Ma Yo,ပြောင်မသို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004058,Si Ke Doe,170333,Si Ke Doe,စီကဲဒိုး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004058,Si Ke Doe,170337,Tha Kwee So,သကွီးစို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004002,Si Pin Gyi,170030,Chaung Hnit Khwa,ချောင်းနှစ်ခွ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004002,Si Pin Gyi,170029,Oke Shit Kone,ဥသျှစ်ကုန်း
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004002,Si Pin Gyi,170028,Si Pin Gyi,စီပင်ကြီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004003,Si Pin Ka Lay,170032,Bar Moe,ဘာမိုး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004003,Si Pin Ka Lay,170036,Me Ka Tone,မဲကတုံး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004003,Si Pin Ka Lay,170034,Sein Kone,စိန်ကုန်း
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004003,Si Pin Ka Lay,170031,Si Pin Ka Lay,စီပင်ကလေး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004003,Si Pin Ka Lay,170033,Su Poke Myaung,ဆူးပုတ်မြောင်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004003,Si Pin Ka Lay,170035,Tha Ye Yu,သရဲယူး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004036,Taw Pone,170217,Lar Saw (Lower),လာစော (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004036,Taw Pone,170216,Lar Saw (Upper),လာစော (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004036,Taw Pone,170215,Taw Pone (Lower),တောပုန်း (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004036,Taw Pone,170214,Taw Pone (Middle),တောပုန်း (အလယ်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004036,Taw Pone,170213,Taw Pone (Upper),တောပုန်း (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004005,Taw Pyar Gyi,170042,Shwe Nyaung Pin,ရွှေညောင်ပင်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004005,Taw Pyar Gyi,170041,Taw Pyar Gyi,တောပြာကြီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004054,Tha Lo Bwar,170319,Day Hpaw Chee,ဒေဖေါချီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004054,Tha Lo Bwar,170316,Hi Daw Kaw,ဟီဒေါ်ကော
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004054,Tha Lo Bwar,170317,Htee Saw Day,ထီးစောဒေး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004054,Tha Lo Bwar,170315,Sho Kho,ရှိုးခို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004054,Tha Lo Bwar,170314,Tha Lo Bwar,သလိုဘွာ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004054,Tha Lo Bwar,170318,War Soe,ဝါစိုး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004046,Tha Pyay Nyunt,170275,Ein Gyi,အိမ်ကြီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004046,Tha Pyay Nyunt,170273,In Gyin Thar,အင်းကြင်းသာ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004046,Tha Pyay Nyunt,170271,Me Khwar,မဲခွာ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004046,Tha Pyay Nyunt,170272,Me Zan Hpyu,မဲဇံဖြူ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004046,Tha Pyay Nyunt,170276,Moe Di Myaung,မိုးဒိမြောင်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004046,Tha Pyay Nyunt,170270,Tha Pyay Nyunt,သပြေညွန့်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004046,Tha Pyay Nyunt,170274,Zin Taing Lay,ဇင်းတိုင်လေး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004029,Thar Mi Taik,170174,Bon Taung,ဘုံတောင်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004029,Thar Mi Taik,170179,Kyo Chaung (Lower),ကြိုချောင်း (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004029,Thar Mi Taik,170178,Kyo Chaung (Upper),ကြိုချောင်း (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004029,Thar Mi Taik,170173,Ma Lauk Chaung,မလောက်ချောင်း
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004029,Thar Mi Taik,170181,Man Dat Taung,မဏ္ဍပ်တောင်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004029,Thar Mi Taik,170180,Mi Ei Ka Lay,မိအိကလေး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004029,Thar Mi Taik,170182,Pyaung Taung,ပြောင်တောင်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004029,Thar Mi Taik,170175,Thar Si Kone,သာစည်ကုန်း
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004029,Thar Mi Taik,170177,Thit Ae Taung (Lower),သစ်အယ်တောင် (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004029,Thar Mi Taik,170176,Thit Ae Taung (Upper),သစ်အယ်တောင် (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004017,Thar Moe Taung,170108,Hei Mo,ဟယ်မို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004017,Thar Moe Taung,170106,Thar Moe Taung (Lower),သာမိုးတောင် (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004017,Thar Moe Taung,170105,Thar Moe Taung (Upper),သာမိုးတောင် (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004017,Thar Moe Taung,170107,Thar Moe Taung (Ywar Ma),သာမိုးတောင် (ရွာမ)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004056,Yae Ta Khun,170328,La Mai Hpyar,လမိုင်းဖျား
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004056,Yae Ta Khun,170330,Myat Swar Chaung,မြတ်စွာချောင်း
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004056,Yae Ta Khun,170329,Ohn Pin Chaung,အုန်းပင်ချောင်း
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004056,Yae Ta Khun,170327,Yae Ta Khun,ရေတံခွန်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004052,Yae Thoe Gyi,170306,Khu Laung (Lower),ခူလောင် (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004052,Yae Thoe Gyi,170305,Khu Laung (Upper),ခူလောင် (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004052,Yae Thoe Gyi,170307,Saw War Doe,ဆောဝါဒိုး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004052,Yae Thoe Gyi,170303,Yae Thoe Gyi,ရေသိုးကြီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004052,Yae Thoe Gyi,170304,Yae Thoe Ka Lay,ရေသိုးကလေး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004001,Ywar Gyi,170027,Hnget Pyaw Taw,ငှက်ပျောတော
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004001,Ywar Gyi,170024,Mei Za Li Kone,မယ်ဇလီကုန်း
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004001,Ywar Gyi,170026,Nyaung Pin Sa Khan,ညောင်ပင်စခန်း
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004001,Ywar Gyi,170023,Pyar Sa Khan,ပျားစခန်း
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004001,Ywar Gyi,170025,Thu Htay Kone,သူဌေးကုန်း
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004001,Ywar Gyi,170022,Ywar Gyi,ရွာကြီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004016,Za Le,170103,Kaw Bat Chan,ကော်ဘတ်ခြံ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004016,Za Le,170102,Lan Ku,လမ်းကူး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004016,Za Le,170104,Shwe Lan Bo,ရွှေလံဘို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004016,Za Le,170100,Za Le (Lower),ဇလဲ (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004016,Za Le,170101,Za Le (South),ဇလဲ (တောင်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004016,Za Le,170099,Za Le (Upper),ဇလဲ (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004059,Zin Taing Gyi,170341,Bwei Baw Doe,ဘွယ်ဘော်ဒိုး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004059,Zin Taing Gyi,170343,Ka Law Baw,ကလော်ဘော်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004059,Zin Taing Gyi,170342,Yaw Chee,ယော်ချီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004059,Zin Taing Gyi,170340,Zin Bon,ဇင်းဘုံ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004059,Zin Taing Gyi,170339,Zin Taing Gyi (Lower),ဇင်းတိုင်ကြီး (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004059,Zin Taing Gyi,170338,Zin Taing Gyi (Upper),ဇင်းတိုင်ကြီး (အထက်)
MMR002,Kayah,MMR002005,Bawlake,MMR002005003,Bawlake,168779,Main Htan,မိုင်းထမ်း
MMR002,Kayah,MMR002005,Bawlake,MMR002005003,Bawlake,168782,Nan Hu,နန်းဟူး
MMR002,Kayah,MMR002005,Bawlake,MMR002005003,Bawlake,168781,Wan Chei,ဝမ်ချယ်
MMR002,Kayah,MMR002005,Bawlake,MMR002005003,Bawlake,168780,Yae Ni Pauk,ရေနီပေါက်
MMR002,Kayah,MMR002005,Bawlake,MMR002005001,Bu Khu,168774,Bu Khu,ဘူးခူ
MMR002,Kayah,MMR002005,Bawlake,MMR002005001,Bu Khu,168775,Hway Long,​ဟွေလုံ
MMR002,Kayah,MMR002005,Bawlake,MMR002005005,Chi Kweit,168786,Chi Kweit,ချီကွဲ့
MMR002,Kayah,MMR002005,Bawlake,MMR002005005,Chi Kweit,168787,Nan Nauk,နန်းနောက်
MMR002,Kayah,MMR002005,Bawlake,MMR002005005,Chi Kweit,168788,Saung Lawt,စောင်းလော့
MMR002,Kayah,MMR002005,Bawlake,MMR002005008,Lwei Waing,168800,Ho Tar,ဟိုတာ
MMR002,Kayah,MMR002005,Bawlake,MMR002005008,Lwei Waing,168796,Lwei Waing,လွယ်ဝိုင်း
MMR002,Kayah,MMR002005,Bawlake,MMR002005008,Lwei Waing,168799,Maik Hone,မိုက်ဟုန်း
MMR002,Kayah,MMR002005,Bawlake,MMR002005008,Lwei Waing,218804,Nam Ma Lin,နမ့်မလင်း
MMR002,Kayah,MMR002005,Bawlake,MMR002005008,Lwei Waing,218803,Wan Ba La,ဝမ်ဗလ
MMR002,Kayah,MMR002005,Bawlake,MMR002005008,Lwei Waing,168798,Wan Hpat Gyi,ဝမ့်ဖတ်ကြီး
MMR002,Kayah,MMR002005,Bawlake,MMR002005008,Lwei Waing,168797,Wan Ma Lan,ဝမ့်မလန်း
MMR002,Kayah,MMR002005,Bawlake,MMR002005002,Nan Hpe,168778,Daw Se Khu,ဒေါစဲခူ
MMR002,Kayah,MMR002005,Bawlake,MMR002005002,Nan Hpe,168776,Nan Hpe,နန်းဖဲ
MMR002,Kayah,MMR002005,Bawlake,MMR002005002,Nan Hpe,168777,Sa Le Lon,စလဲလုံ
MMR002,Kayah,MMR002005,Bawlake,MMR002005007,Nan Lin (Ywarthit Sub-township),168795,Kyauk Taing,ကျောက်တိုင်
MMR002,Kayah,MMR002005,Bawlake,MMR002005007,Nan Lin (Ywarthit Sub-township),168793,Nan Lin,နန်းလင်း
MMR002,Kayah,MMR002005,Bawlake,MMR002005007,Nan Lin (Ywarthit Sub-township),168794,Pi Lu,ပီလု
MMR002,Kayah,MMR002005,Bawlake,MMR002005004,Saw Lon,168784,Haw Khan,ဟော်ခန်း
MMR002,Kayah,MMR002005,Bawlake,MMR002005004,Saw Lon,168785,Lwei Waing,လွယ်ဝိန်း
MMR002,Kayah,MMR002005,Bawlake,MMR002005004,Saw Lon,168783,Saw Lon,စောလုံ
MMR002,Kayah,MMR002005,Bawlake,MMR002005006,Wan Lwe,168792,Daw Da Naw,ဒေါ့ဒနော
MMR002,Kayah,MMR002005,Bawlake,MMR002005006,Wan Lwe,168791,Daw Saw,ဒေါဆော
MMR002,Kayah,MMR002005,Bawlake,MMR002005006,Wan Lwe,168790,Paw Khi Ta,ပေါခိတ
MMR002,Kayah,MMR002005,Bawlake,MMR002005006,Wan Lwe,168789,Wan Lwe,ဝမ်လွဲ့
MMR002,Kayah,MMR002002,Demoso,MMR002002005,Daw Bu Ku,168411,Daw Bu Kho,ဒေါဘူးခို
MMR002,Kayah,MMR002002,Demoso,MMR002002005,Daw Bu Ku,168407,Daw Bu Ku,ဒေါဘူးကူး
MMR002,Kayah,MMR002002,Demoso,MMR002002005,Daw Bu Ku,168410,Daw Paw Ka Le,ဒေါပေါ်ကလဲ
MMR002,Kayah,MMR002002,Demoso,MMR002002005,Daw Bu Ku,168409,Daw Pe Ta,ဒေါပီတ
MMR002,Kayah,MMR002002,Demoso,MMR002002005,Daw Bu Ku,168412,Daw Thea,ဒေါသဲ
MMR002,Kayah,MMR002002,Demoso,MMR002002005,Daw Bu Ku,220966,Kyar Hpu Daw,ကြာဖူးဒေါ
MMR002,Kayah,MMR002002,Demoso,MMR002002005,Daw Bu Ku,168408,Law Hlyar Li,လောလျားလီ
MMR002,Kayah,MMR002002,Demoso,MMR002002005,Daw Bu Ku,168413,Si Lin,စည်းလင်း
MMR002,Kayah,MMR002002,Demoso,MMR002002024,Daw Hpu,168536,Boe Hlyar,ဘိုးလျား
MMR002,Kayah,MMR002002,Demoso,MMR002002024,Daw Hpu,168533,Daw Hpu,ဒေါဖု
MMR002,Kayah,MMR002002,Demoso,MMR002002024,Daw Hpu,168534,Daw Law Khu,ဒေါလော်ခူ
MMR002,Kayah,MMR002002,Demoso,MMR002002024,Daw Hpu,168539,Daw Peit Du,ဒေါပဲ့ဒု
MMR002,Kayah,MMR002002,Demoso,MMR002002024,Daw Hpu,168537,Daw So Khu,ဒေါဆိုခူ
MMR002,Kayah,MMR002002,Demoso,MMR002002024,Daw Hpu,168538,Saw Bwar,ဆော်ဘွား
MMR002,Kayah,MMR002002,Demoso,MMR002002024,Daw Hpu,168535,Ta Hpo,တဖို
MMR002,Kayah,MMR002002,Demoso,MMR002002023,Daw Ka Law Du,168526,Daw Ka Law Du,ဒေါကလော်ဒူ
MMR002,Kayah,MMR002002,Demoso,MMR002002023,Daw Ka Law Du,168531,Daw Ta Mee,ဒေါတမီး
MMR002,Kayah,MMR002002,Demoso,MMR002002023,Daw Ka Law Du,168529,Daw Ta Ngu,ဒေါတငူး
MMR002,Kayah,MMR002002,Demoso,MMR002002023,Daw Ka Law Du,168527,Daw Thea,ဒေါသဲ
MMR002,Kayah,MMR002002,Demoso,MMR002002023,Daw Ka Law Du,168530,Daw Wei Maw,ဒေါဝယ်မော
MMR002,Kayah,MMR002002,Demoso,MMR002002023,Daw Ka Law Du,168532,Nan Hu Htway,နန်းဟူးထွေ
MMR002,Kayah,MMR002002,Demoso,MMR002002023,Daw Ka Law Du,168528,Ta Nee Lar Le,တနီးလာလဲ
MMR002,Kayah,MMR002002,Demoso,MMR002002026,Daw Ta Ma Gyi,168553,Daw Hpar,ဒေါဖာ
MMR002,Kayah,MMR002002,Demoso,MMR002002026,Daw Ta Ma Gyi,168551,Daw Kawt,ဒေါကော့
MMR002,Kayah,MMR002002,Demoso,MMR002002026,Daw Ta Ma Gyi,168548,Daw Ngay Khu,ဒေါညေခူ
MMR002,Kayah,MMR002002,Demoso,MMR002002026,Daw Ta Ma Gyi,168549,Daw Pya Law Ka Le,ဒေါပျလော်ကလဲ
MMR002,Kayah,MMR002002,Demoso,MMR002002026,Daw Ta Ma Gyi,168552,Daw Ta Hpya Ywar Thit,ဒေါတဖျရွာသစ်
MMR002,Kayah,MMR002002,Demoso,MMR002002026,Daw Ta Ma Gyi,168547,Daw Ta Ma Gyi,ဒေါတမကြီး
MMR002,Kayah,MMR002002,Demoso,MMR002002026,Daw Ta Ma Gyi,168550,Daw Thaw Ka Le,ဒေါသော်ကလဲ
MMR002,Kayah,MMR002002,Demoso,MMR002002009,Daw Taw Ku,168433,Daw Hno Ku,ဒေါနိုးကူး
MMR002,Kayah,MMR002002,Demoso,MMR002002009,Daw Taw Ku,168431,Daw Ka Law Du,ဒေါကလော်ဒူ
MMR002,Kayah,MMR002002,Demoso,MMR002002009,Daw Taw Ku,168430,Daw Paw Ku,ဒေါပေါ်ကူး
MMR002,Kayah,MMR002002,Demoso,MMR002002009,Daw Taw Ku,168436,Daw Si Ei,ဒေါဆီအီ
MMR002,Kayah,MMR002002,Demoso,MMR002002009,Daw Taw Ku,168435,Daw So Ka Law,ဒေါဆိုကလော
MMR002,Kayah,MMR002002,Demoso,MMR002002009,Daw Taw Ku,168438,Daw Ta Ngu,ဒေါတငူး
MMR002,Kayah,MMR002002,Demoso,MMR002002009,Daw Taw Ku,168432,Daw Ta Ngu Ywar Haung,ဒေါတငူးရွာဟောင်း
MMR002,Kayah,MMR002002,Demoso,MMR002002009,Daw Taw Ku,168429,Daw Taw Ku,ဒေါတော်ကူး
MMR002,Kayah,MMR002002,Demoso,MMR002002009,Daw Taw Ku,168434,Daw Ti Poet,ဒေါတီပို့
MMR002,Kayah,MMR002002,Demoso,MMR002002009,Daw Taw Ku,168437,Si Pu Kone,ဆီပူးကုန်း
MMR002,Kayah,MMR002002,Demoso,MMR002002012,Daw Yauk Khu,168456,Bar To,ဘာတို
MMR002,Kayah,MMR002002,Demoso,MMR002002012,Daw Yauk Khu,168452,Daw Yauk Khu (North),ဒေါရောက်ခူ (မြောက်)
MMR002,Kayah,MMR002002,Demoso,MMR002002012,Daw Yauk Khu,168453,Daw Yauk Khu (South),ဒေါရောက်ခူ (တောင်)
MMR002,Kayah,MMR002002,Demoso,MMR002002012,Daw Yauk Khu,168460,Han Li,ဟန်လီ
MMR002,Kayah,MMR002002,Demoso,MMR002002012,Daw Yauk Khu,168459,Hpa Ru Khaw,ဖရူးခေါ
MMR002,Kayah,MMR002002,Demoso,MMR002002012,Daw Yauk Khu,168457,Khu Bar To,ခူးဘာတို
MMR002,Kayah,MMR002002,Demoso,MMR002002012,Daw Yauk Khu,168454,Le Ma An Khu Ywar Haung,လဲမအမ်းခူရွာဟောင်း
MMR002,Kayah,MMR002002,Demoso,MMR002002012,Daw Yauk Khu,168455,Le Ma An Khu Ywar Thit,လဲမအမ်းခူရွာသစ်
MMR002,Kayah,MMR002002,Demoso,MMR002002012,Daw Yauk Khu,168461,Ni Du Khu,နီဒူးခူ
MMR002,Kayah,MMR002002,Demoso,MMR002002012,Daw Yauk Khu,168458,Si Saung,စီဆောင်
MMR002,Kayah,MMR002002,Demoso,MMR002002011,Demoso,168448,Daw Ngan Khar,ဒေါငံခါး
MMR002,Kayah,MMR002002,Demoso,MMR002002011,Demoso,168451,Daw Ta Ma Nge,ဒေါတမငယ်
MMR002,Kayah,MMR002002,Demoso,MMR002002011,Demoso,168445,Demoso Man Ni,ဒီမောဆို မန်းနီ
MMR002,Kayah,MMR002002,Demoso,MMR002002011,Demoso,168449,Htu Le Be Lar,ထူလီဘီလာ
MMR002,Kayah,MMR002002,Demoso,MMR002002011,Demoso,168450,Khauk Pa Law,ခေါက်ပလော
MMR002,Kayah,MMR002002,Demoso,MMR002002011,Demoso,168446,Oe Khu Yi,အိုးခူးရီ
MMR002,Kayah,MMR002002,Demoso,MMR002002011,Demoso,168447,Ta Nei U Kwaing,တနဲဥကွိုင်
MMR002,Kayah,MMR002002,Demoso,MMR002002019,Ho Wan,168499,Ho Wan (Lower),ဟိုဝမ် (အောက်)
MMR002,Kayah,MMR002002,Demoso,MMR002002019,Ho Wan,168500,Ho Wan (Upper),ဟိုဝမ် (အထက်)
MMR002,Kayah,MMR002002,Demoso,MMR002002002,Hpa Yar Hpyu,168396,Hpa Yar Hpyu,ဘုရားဖြူ
MMR002,Kayah,MMR002002,Demoso,MMR002002002,Hpa Yar Hpyu,168397,Hpaung Taw,ဖောင်းတော
MMR002,Kayah,MMR002002,Demoso,MMR002002002,Hpa Yar Hpyu,168398,Nan San Khan (East),နန်းစံခမ်း (အရှေ့)
MMR002,Kayah,MMR002002,Demoso,MMR002002002,Hpa Yar Hpyu,168399,Nan San Khan (West),နန်းစံခမ်း (အနောက်)
MMR002,Kayah,MMR002002,Demoso,MMR002002025,Htee Hpoe Ka Loe,168544,Daw Byar Ku,ဒေါဘျာကူး
MMR002,Kayah,MMR002002,Demoso,MMR002002025,Htee Hpoe Ka Loe,218444,Daw Khu Thweit,ဒေါခူသွဲ့
MMR002,Kayah,MMR002002,Demoso,MMR002002025,Htee Hpoe Ka Loe,168546,Daw Ku Li,ဒေါကူလီ
MMR002,Kayah,MMR002002,Demoso,MMR002002025,Htee Hpoe Ka Loe,168543,Daw Law Khu Ywar Thit,ဒေါလော်ခူရွာသစ်
MMR002,Kayah,MMR002002,Demoso,MMR002002025,Htee Hpoe Ka Loe,168545,Daw Ta Dar,ဒေါတဒါး
MMR002,Kayah,MMR002002,Demoso,MMR002002025,Htee Hpoe Ka Loe,168541,Hpe Hlar,ဖဲလျား
MMR002,Kayah,MMR002002,Demoso,MMR002002025,Htee Hpoe Ka Loe,168540,Htee Hpoe Ka Loe,ထီးဖိုးကလိုး
MMR002,Kayah,MMR002002,Demoso,MMR002002025,Htee Hpoe Ka Loe,168542,Htee Thea Ka Loe,ထီးသဲကလိုး
MMR002,Kayah,MMR002002,Demoso,MMR002002013,Khu Pa Yar,168464,Dan To,ဒန်တို
MMR002,Kayah,MMR002002,Demoso,MMR002002013,Khu Pa Yar,168463,Khu Pa Yar (Lower),ခူးပရာ (အောက်)
MMR002,Kayah,MMR002002,Demoso,MMR002002013,Khu Pa Yar,168462,Khu Pa Yar (Upper),ခူးပရာ (အထက်)
MMR002,Kayah,MMR002002,Demoso,MMR002002013,Khu Pa Yar,168465,Thar Day Kho,သာဒေးခို
MMR002,Kayah,MMR002002,Demoso,MMR002002014,Lo Bar Kho,168466,Lo Bar Kho,လိုဘာခို
MMR002,Kayah,MMR002002,Demoso,MMR002002014,Lo Bar Kho,168467,Saung Du,ဆောင်ဒူ
MMR002,Kayah,MMR002002,Demoso,MMR002002014,Lo Bar Kho,168470,Whar Si Saung,ဝှာဆီဆောင်
MMR002,Kayah,MMR002002,Demoso,MMR002002014,Lo Bar Kho,168471,Yar Bu Ba Lawt,ယာဘူးဘလော့
MMR002,Kayah,MMR002002,Demoso,MMR002002014,Lo Bar Kho,168468,Yat Khu Ywar Haung,ယပ်ခူရွာဟောင်း
MMR002,Kayah,MMR002002,Demoso,MMR002002014,Lo Bar Kho,168469,Yat Khu Ywar Thit,ယပ်ခူရွာသစ်
MMR002,Kayah,MMR002002,Demoso,MMR002002018,Lo Pu,168498,Lo Pu Daw See Ei,လိုပူဒေါဆီးအီ
MMR002,Kayah,MMR002002,Demoso,MMR002002018,Lo Pu,168497,Lo Pu Khaung Saung,လိုပူခေါင်းစောင်း
MMR002,Kayah,MMR002002,Demoso,MMR002002018,Lo Pu,168496,Lo Pu Na Yaung Lar,လိုပူနာယောင်လာ
MMR002,Kayah,MMR002002,Demoso,MMR002002016,Mya Le,168485,Htee Saw Daw Ywar Haung,ဆီးဆော်ဒေါ်ရွာဟောင်း
MMR002,Kayah,MMR002002,Demoso,MMR002002016,Mya Le,168483,Lo Bay Kho,လိုဘေခို
MMR002,Kayah,MMR002002,Demoso,MMR002002016,Mya Le,168482,Loi Nan Hpa,လွိုင်နန်းဖ
MMR002,Kayah,MMR002002,Demoso,MMR002002016,Mya Le,168477,Mya Le,မြလဲ
MMR002,Kayah,MMR002002,Demoso,MMR002002016,Mya Le,168478,See Me So Dar,ဆီးမီဆိုဒါး
MMR002,Kayah,MMR002002,Demoso,MMR002002016,Mya Le,168479,See Me So Lar,ဆီးမီဆိုလား
MMR002,Kayah,MMR002002,Demoso,MMR002002016,Mya Le,168481,Si San Kho,စီစန်းခို
MMR002,Kayah,MMR002002,Demoso,MMR002002016,Mya Le,168480,So La Hpe Khu,ဆိုလဖဲခူ
MMR002,Kayah,MMR002002,Demoso,MMR002002016,Mya Le,168486,Tay Gay Kho,တေးဂေခို
MMR002,Kayah,MMR002002,Demoso,MMR002002016,Mya Le,168484,War Thaw Kho Ywar Haung,ဝါသောခိုရွာဟောင်း
MMR002,Kayah,MMR002002,Demoso,MMR002002003,Nan Mei Khon,168400,Khaw Khu (Kayah),ခေါ်ခု (ကယား)
MMR002,Kayah,MMR002002,Demoso,MMR002002003,Nan Mei Khon,168401,Khaw Khu (Shan),ခေါ်ခု (ရှမ်း)
